protein_id	orthogroup_id
7955.ENSDARP00000021426	2SDD4
10090.ENSMUSP00000052919	2SDDU
10116.ENSRNOP00000057163	2SDDU
7955.ENSDARP00000127416	2SDDU
9606.ENSP00000359782	2SDDU
4932.YDR201W	2SDEQ
4932.YCR020C-A	2SDEV
4932.YMR219W	2SDFK
10090.ENSMUSP00000020712	2SDG0
10116.ENSRNOP00000005514	2SDG0
9606.ENSP00000387027	2SDG0
4932.YBR162W-A	2SDGZ
10090.ENSMUSP00000110414	2SDH7
10116.ENSRNOP00000067314	2SDH7
7955.ENSDARP00000109109	2SDH7
9606.ENSP00000318086	2SDH7
4932.YMR255W	2SDHJ
7955.ENSDARP00000112922	2SDI1
4932.YPL068C	2SDIG
10090.ENSMUSP00000056287	2SDIP
10116.ENSRNOP00000037841	2SDIP
9606.ENSP00000330391	2SDIP
4932.YFR011C	2SDJV
10090.ENSMUSP00000054591	2SDJZ
10116.ENSRNOP00000013093	2SDJZ
9606.ENSP00000280357	2SDJZ
7955.ENSDARP00000060140	2SDKD
7955.ENSDARP00000071302	2SDKD
7955.ENSDARP00000075301	2SDKD
7955.ENSDARP00000090257	2SDKD
7955.ENSDARP00000098923	2SDKD
7955.ENSDARP00000119045	2SDKD
10090.ENSMUSP00000048722	2SDMQ
10116.ENSRNOP00000017137	2SDMQ
9606.ENSP00000344545	2SDMQ
9606.ENSP00000471646	2SDMQ
4932.YNL210W	2SDMY
10090.ENSMUSP00000038043	2SDN4
10116.ENSRNOP00000046094	2SDN4
9606.ENSP00000259870	2SDN4
7955.ENSDARP00000100598	2SDPZ
10090.ENSMUSP00000025598	2SDQB
10090.ENSMUSP00000043308	2SDQB
10090.ENSMUSP00000090607	2SDQB
10116.ENSRNOP00000016454	2SDQB
10116.ENSRNOP00000016593	2SDQB
10116.ENSRNOP00000051684	2SDQB
7955.ENSDARP00000099451	2SDQB
7955.ENSDARP00000115016	2SDQB
9606.ENSP00000484592	2SDQB
7955.ENSDARP00000112845	2SDQD
4932.YBR194W	2SDQZ
4932.YDR322C-A	2SDS3
4932.YEL030C-A	2SDS4
10090.ENSMUSP00000013797	2SDSC
10090.ENSMUSP00000104449	2SDSC
10090.ENSMUSP00000104453	2SDSC
10116.ENSRNOP00000003797	2SDSC
10116.ENSRNOP00000055313	2SDSC
10116.ENSRNOP00000055332	2SDSC
10090.ENSMUSP00000128352	2SDSY
10116.ENSRNOP00000011373	2SDSY
7955.ENSDARP00000125377	2SDSY
9606.ENSP00000359382	2SDT0
9606.ENSP00000249861	2SDT3
10090.ENSMUSP00000020341	2SDTN
10116.ENSRNOP00000021940	2SDTN
7955.ENSDARP00000100958	2SDTN
7955.ENSDARP00000105115	2SDTN
9606.ENSP00000397394	2SDTN
10090.ENSMUSP00000132914	2SDV3
10116.ENSRNOP00000051224	2SDV3
9606.ENSP00000404304	2SDV3
4932.YOR189W	2SDVQ
4932.YLR295C	2SDW5
10090.ENSMUSP00000071265	2SDWT
10090.ENSMUSP00000092054	2SDWT
10116.ENSRNOP00000025846	2SDWT
9606.ENSP00000471463	2SDWT
4932.YBR197C	2SDYB
4932.YHR153C	2SDYW
10090.ENSMUSP00000054322	2SE11
10116.ENSRNOP00000003020	2SE11
7955.ENSDARP00000112004	2SE11
9606.ENSP00000237642	2SE11
7955.ENSDARP00000129093	2SE2Q
7955.ENSDARP00000109372	2SE56
10116.ENSRNOP00000067888	2SE5G
10090.ENSMUSP00000095354	2SE5R
10116.ENSRNOP00000052229	2SE5R
7955.ENSDARP00000099201	2SE5R
7955.ENSDARP00000117348	2SE65
10090.ENSMUSP00000132852	2SE6P
10116.ENSRNOP00000061360	2SE6P
9606.ENSP00000414236	2SE6P
10090.ENSMUSP00000070601	2SE77
10116.ENSRNOP00000067219	2SE77
9606.ENSP00000299578	2SE77
10090.ENSMUSP00000009425	2SE7C
10116.ENSRNOP00000038525	2SE7C
9606.ENSP00000418009	2SE7C
4932.YMR147W	2SE7V
7955.ENSDARP00000125840	2SE8T
7955.ENSDARP00000100776	2SE8W
10090.ENSMUSP00000025399	2SEAE
10116.ENSRNOP00000025361	2SEAE
9606.ENSP00000326119	2SEAE
10090.ENSMUSP00000119257	2SEC5
10116.ENSRNOP00000065707	2SEC5
9606.ENSP00000485524	2SEC5
7955.ENSDARP00000110043	2SECG
10090.ENSMUSP00000052126	2SECN
10116.ENSRNOP00000022480	2SECN
9606.ENSP00000374274	2SECN
7955.ENSDARP00000126245	2SEF9
10090.ENSMUSP00000108465	2SEFF
10116.ENSRNOP00000017155	2SEFF
9606.ENSP00000366050	2SEFF
4932.YGR275W	2SEGN
7955.ENSDARP00000117986	2SEHS
4932.YNR034W-A	2SEHX
10090.ENSMUSP00000131134	2SEI0
9606.ENSP00000399075	2SEI0
10090.ENSMUSP00000014457	2SEI2
10116.ENSRNOP00000014407	2SEI2
7955.ENSDARP00000056318	2SEI2
9606.ENSP00000428895	2SEI2
10090.ENSMUSP00000037594	2SEIG
10090.ENSMUSP00000053000	2SEIG
10090.ENSMUSP00000137737	2SEIG
10116.ENSRNOP00000055260	2SEIG
10116.ENSRNOP00000055272	2SEIG
10116.ENSRNOP00000057465	2SEIG
9606.ENSP00000328307	2SEIG
9606.ENSP00000345029	2SEIG
9606.ENSP00000367913	2SEIG
10090.ENSMUSP00000056665	2SEJ6
10090.ENSMUSP00000139134	2SEJ6
9606.ENSP00000361337	2SEJ6
10090.ENSMUSP00000115173	2SEJB
10116.ENSRNOP00000024800	2SEJB
7955.ENSDARP00000112765	2SEJB
9606.ENSP00000252490	2SEJB
9606.ENSP00000466775	2SEJB
4932.YDL223C	2SEJI
7955.ENSDARP00000079364	2SEMV
10090.ENSMUSP00000100022	2SENW
10090.ENSMUSP00000111568	2SENW
10090.ENSMUSP00000126762	2SENW
10090.ENSMUSP00000137353	2SENW
10090.ENSMUSP00000137582	2SENW
10116.ENSRNOP00000020982	2SENW
7955.ENSDARP00000090385	2SENW
9606.ENSP00000308815	2SENW
10090.ENSMUSP00000078695	2SEP6
10090.ENSMUSP00000094809	2SEP6
10090.ENSMUSP00000103652	2SEP6
10090.ENSMUSP00000131120	2SEP6
10090.ENSMUSP00000133059	2SEP6
10116.ENSRNOP00000027745	2SEP6
10116.ENSRNOP00000034943	2SEP6
10116.ENSRNOP00000037973	2SEP6
9606.ENSP00000387124	2SEP6
10090.ENSMUSP00000119467	2SEPB
10116.ENSRNOP00000023721	2SEPB
9606.ENSP00000284245	2SEPB
4932.YDR070C	2SEPE
10090.ENSMUSP00000062976	2SEPY
10116.ENSRNOP00000056861	2SEPY
10090.ENSMUSP00000042662	2SEQH
10090.ENSMUSP00000102176	2SEQH
10090.ENSMUSP00000121870	2SEQH
10090.ENSMUSP00000124737	2SEQH
10090.ENSMUSP00000132470	2SEQH
10090.ENSMUSP00000139831	2SEQH
10116.ENSRNOP00000031175	2SEQH
10116.ENSRNOP00000043233	2SEQH
10116.ENSRNOP00000060977	2SEQH
10090.ENSMUSP00000029273	2SES1
10116.ENSRNOP00000023348	2SES1
7955.ENSDARP00000062665	2SES1
9606.ENSP00000264497	2SES1
10090.ENSMUSP00000047448	2SES6
10116.ENSRNOP00000001146	2SES6
7955.ENSDARP00000129262	2SES6
9606.ENSP00000411948	2SES6
10090.ENSMUSP00000053087	2SETZ
9606.ENSP00000354874	2SETZ
10090.ENSMUSP00000104091	2SEU4
10116.ENSRNOP00000040585	2SEU4
10116.ENSRNOP00000064503	2SEU4
10116.ENSRNOP00000065394	2SEU4
7955.ENSDARP00000121190	2SEU4
9606.ENSP00000465356	2SEU4
10090.ENSMUSP00000113120	2SEVH
10116.ENSRNOP00000031664	2SEVH
7955.ENSDARP00000115351	2SEVH
10090.ENSMUSP00000020064	2SEVW
9606.ENSP00000357545	2SEVW
7955.ENSDARP00000122717	2SEVX
4932.YPL071C	2SEX1
10090.ENSMUSP00000053349	2SEX2
10116.ENSRNOP00000034483	2SEX2
9606.ENSP00000376823	2SEX2
10090.ENSMUSP00000023840	2SEXJ
10116.ENSRNOP00000034304	2SEXJ
9606.ENSP00000286758	2SEXJ
10090.ENSMUSP00000045196	2SEXN
10090.ENSMUSP00000047347	2SEXN
10090.ENSMUSP00000079660	2SEXN
10090.ENSMUSP00000098432	2SEXN
10090.ENSMUSP00000136061	2SEXN
10116.ENSRNOP00000066007	2SEXN
10116.ENSRNOP00000067019	2SEXN
7955.ENSDARP00000113620	2SEXN
9606.ENSP00000302716	2SEXN
9606.ENSP00000374013	2SEXN
9606.ENSP00000442626	2SEXN
4932.YJL185C	2SEYA
7955.ENSDARP00000124596	2SEYR
10116.ENSRNOP00000053442	2SF03
9606.ENSP00000357511	2SF03
4932.YPL135C-A	2SF0F
7955.ENSDARP00000110001	2SF0S
10090.ENSMUSP00000023140	2SF2N
10116.ENSRNOP00000034356	2SF2N
9606.ENSP00000053243	2SF2N
10090.ENSMUSP00000005185	2SF2X
10090.ENSMUSP00000023619	2SF2X
10090.ENSMUSP00000067445	2SF2X
10090.ENSMUSP00000078181	2SF2X
10090.ENSMUSP00000087054	2SF2X
10090.ENSMUSP00000093794	2SF2X
10090.ENSMUSP00000093795	2SF2X
10090.ENSMUSP00000110500	2SF2X
10090.ENSMUSP00000110501	2SF2X
10090.ENSMUSP00000110508	2SF2X
10090.ENSMUSP00000129889	2SF2X
10090.ENSMUSP00000140745	2SF2X
10116.ENSRNOP00000001593	2SF2X
10116.ENSRNOP00000036383	2SF2X
10116.ENSRNOP00000037199	2SF2X
10116.ENSRNOP00000043059	2SF2X
10116.ENSRNOP00000043178	2SF2X
10116.ENSRNOP00000043371	2SF2X
10116.ENSRNOP00000045212	2SF2X
10116.ENSRNOP00000048502	2SF2X
7955.ENSDARP00000032643	2SF2X
7955.ENSDARP00000043192	2SF2X
7955.ENSDARP00000067593	2SF2X
9606.ENSP00000264474	2SF2X
9606.ENSP00000291568	2SF2X
10090.ENSMUSP00000022464	2SF48
10116.ENSRNOP00000026772	2SF48
9606.ENSP00000463092	2SF48
10090.ENSMUSP00000107966	2SF50
10116.ENSRNOP00000048045	2SF50
7955.ENSDARP00000105802	2SF50
7955.ENSDARP00000107506	2SF50
7955.ENSDARP00000124135	2SF50
9606.ENSP00000386840	2SF50
10090.ENSMUSP00000058951	2SF52
10116.ENSRNOP00000015381	2SF52
9606.ENSP00000479969	2SF52
10116.ENSRNOP00000064595	2SF8B
7955.ENSDARP00000127368	2SF8I
10090.ENSMUSP00000031900	2SF8S
10116.ENSRNOP00000030740	2SF8S
9606.ENSP00000386450	2SF8S
10090.ENSMUSP00000098969	2SF8T
10090.ENSMUSP00000128705	2SF8T
10116.ENSRNOP00000011327	2SF8T
10116.ENSRNOP00000048649	2SF8T
9606.ENSP00000410269	2SF8T
9606.ENSP00000417626	2SF8T
4932.YDL232W	2SF94
4932.YPR036W-A	2SF97
4932.YNR024W	2SFA3
4932.YAL055W	2SFA5
10090.ENSMUSP00000121862	2SFAD
10116.ENSRNOP00000060870	2SFAD
7955.ENSDARP00000088257	2SFAD
9606.ENSP00000290079	2SFAD
4932.YCL058W-A	2SFBX
10090.ENSMUSP00000101492	2SFBZ
10116.ENSRNOP00000032347	2SFBZ
9606.ENSP00000443647	2SFBZ
10090.ENSMUSP00000033100	2SFD8
10116.ENSRNOP00000035119	2SFD8
9606.ENSP00000327786	2SFD8
7955.ENSDARP00000115590	2SFDF
4932.YJL133C-A	2SFDY
7955.ENSDARP00000116613	2SFF3
7955.ENSDARP00000128941	2SFIA
10090.ENSMUSP00000070724	2SFJD
10116.ENSRNOP00000057946	2SFJD
9606.ENSP00000382234	2SFJD
10116.ENSRNOP00000064665	2SFJH
9606.ENSP00000476253	2SFJH
10090.ENSMUSP00000058132	2SFKT
10116.ENSRNOP00000027739	2SFKT
9606.ENSP00000378996	2SFKT
10116.ENSRNOP00000068332	2SFM2
9606.ENSP00000356162	2SFM2
4932.YPL197C	2SFM4
10090.ENSMUSP00000071378	2SFN3
10116.ENSRNOP00000067620	2SFN3
9606.ENSP00000386146	2SFN3
10090.ENSMUSP00000102131	2SFNG
10116.ENSRNOP00000013480	2SFNG
9606.ENSP00000455854	2SFNG
4932.YPL163C	2SFPX
4932.YLR315W	2SFRX
4932.YJL026C-A	2SFS7
10116.ENSRNOP00000056961	2SFSJ
9606.ENSP00000342680	2SFSJ
7955.ENSDARP00000110491	2SFSM
4932.YNL195C	2SFSZ
10090.ENSMUSP00000038463	2SFTF
10116.ENSRNOP00000054992	2SFTF
9606.ENSP00000441126	2SFTF
10090.ENSMUSP00000073081	2SFV7
10116.ENSRNOP00000058805	2SFV7
9606.ENSP00000341013	2SFV7
7955.ENSDARP00000114565	2SFVC
7955.ENSDARP00000116561	2SFVC
7955.ENSDARP00000118759	2SFVC
7955.ENSDARP00000110085	2SFVG
7955.ENSDARP00000091902	2SFWI
10090.ENSMUSP00000100959	2SFX1
10116.ENSRNOP00000066395	2SFX1
7955.ENSDARP00000115299	2SFX1
9606.ENSP00000215531	2SFX1
10090.ENSMUSP00000036596	2SFXX
10116.ENSRNOP00000031284	2SFXX
9606.ENSP00000311038	2SFXX
9606.ENSP00000313110	2SFXX
4932.YDR119W-A	2SFY0
10090.ENSMUSP00000069567	2SFY3
10116.ENSRNOP00000014103	2SFY3
9606.ENSP00000335074	2SFY3
4932.YCR024C-A	2SFZ7
4932.YEL017C-A	2SFZ7
10090.ENSMUSP00000024698	2SFZC
10116.ENSRNOP00000004843	2SFZC
9606.ENSP00000326737	2SFZC
10090.ENSMUSP00000073555	2SFZR
10116.ENSRNOP00000028603	2SFZR
7955.ENSDARP00000129870	2SFZR
9606.ENSP00000270310	2SFZR
7955.ENSDARP00000126946	2SG38
10090.ENSMUSP00000042185	2SG4Q
10116.ENSRNOP00000047953	2SG4Q
9606.ENSP00000377411	2SG4Q
7955.ENSDARP00000114360	2SG5F
10090.ENSMUSP00000023260	2SG63
10116.ENSRNOP00000007958	2SG63
9606.ENSP00000352163	2SG63
10090.ENSMUSP00000052248	2SG7D
10116.ENSRNOP00000002717	2SG7D
7955.ENSDARP00000111981	2SG7D
9606.ENSP00000337255	2SG7D
9606.ENSP00000485125	2SG7D
10090.ENSMUSP00000091033	2SG7H
10116.ENSRNOP00000057471	2SG7H
9606.ENSP00000299191	2SG7H
10090.ENSMUSP00000058522	2SG7W
10116.ENSRNOP00000043936	2SG7W
9606.ENSP00000312284	2SG7W
10090.ENSMUSP00000093718	2SG81
10116.ENSRNOP00000027470	2SG81
9606.ENSP00000363436	2SG81
7955.ENSDARP00000120066	2SG85
10090.ENSMUSP00000077878	2SG86
10116.ENSRNOP00000025252	2SG86
9606.ENSP00000380421	2SG86
4932.YKR101W	2SG8F
7955.ENSDARP00000124247	2SG9B
10090.ENSMUSP00000087479	2SG9F
10116.ENSRNOP00000006257	2SG9F
9606.ENSP00000367528	2SG9F
10090.ENSMUSP00000053412	2SG9X
10116.ENSRNOP00000038539	2SG9X
9606.ENSP00000325589	2SG9X
4932.YLR437C	2SGAU
10090.ENSMUSP00000085862	2SGB6
10116.ENSRNOP00000012203	2SGB6
9606.ENSP00000454562	2SGB6
7955.ENSDARP00000061006	2SGCJ
10090.ENSMUSP00000062496	2SGCW
10116.ENSRNOP00000015472	2SGCW
7955.ENSDARP00000057465	2SGCW
9606.ENSP00000300213	2SGCW
10090.ENSMUSP00000097565	2SGDW
10116.ENSRNOP00000061737	2SGDW
9606.ENSP00000357308	2SGDW
4932.YKL109W	2SGDX
10116.ENSRNOP00000001139	2SGFD
9606.ENSP00000342156	2SGFD
10116.ENSRNOP00000035380	2SGFE
7955.ENSDARP00000112794	2SGFE
7955.ENSDARP00000116772	2SGFE
7955.ENSDARP00000123477	2SGFE
9606.ENSP00000306884	2SGFE
7955.ENSDARP00000106027	2SGFQ
10116.ENSRNOP00000064448	2SGGV
10090.ENSMUSP00000097254	2SGH4
10116.ENSRNOP00000000794	2SGH4
10090.ENSMUSP00000047419	2SGKP
10116.ENSRNOP00000031140	2SGKP
9606.ENSP00000301263	2SGKP
7955.ENSDARP00000087873	2SGKX
10090.ENSMUSP00000038678	2SGM2
10090.ENSMUSP00000088827	2SGM2
10116.ENSRNOP00000045822	2SGM2
7955.ENSDARP00000123312	2SGM6
7955.ENSDARP00000125151	2SGM6
10090.ENSMUSP00000035429	2SGMI
10116.ENSRNOP00000022074	2SGMI
9606.ENSP00000292079	2SGMI
7955.ENSDARP00000128650	2SGNR
4932.YLR094C	2SGNS
7955.ENSDARP00000119966	2SGQU
7955.ENSDARP00000122681	2SGQU
10090.ENSMUSP00000069319	2SGRG
10116.ENSRNOP00000036230	2SGRG
10116.ENSRNOP00000066738	2SGRG
9606.ENSP00000263285	2SGRG
4932.YER053C-A	2SGS8
7955.ENSDARP00000091949	2SGS9
10090.ENSMUSP00000039285	2SGSH
10116.ENSRNOP00000026426	2SGSH
9606.ENSP00000436897	2SGSH
10090.ENSMUSP00000099866	2SGTG
10116.ENSRNOP00000050172	2SGTG
10090.ENSMUSP00000118591	2SGTV
10116.ENSRNOP00000024867	2SGTV
10116.ENSRNOP00000066509	2SGTV
9606.ENSP00000328336	2SGTV
10090.ENSMUSP00000041908	2SGVH
10090.ENSMUSP00000046503	2SGVH
10090.ENSMUSP00000066841	2SGVH
10090.ENSMUSP00000075794	2SGVH
10116.ENSRNOP00000031864	2SGVH
10116.ENSRNOP00000038641	2SGVH
10116.ENSRNOP00000046459	2SGVH
10116.ENSRNOP00000047770	2SGVH
10116.ENSRNOP00000051298	2SGVH
7955.ENSDARP00000107967	2SGWU
7955.ENSDARP00000112977	2SGWU
10090.ENSMUSP00000096566	2SGX7
9606.ENSP00000458866	2SGX7
4932.YOR304C-A	2SGXF
9606.ENSP00000359563	2SGZK
10090.ENSMUSP00000079362	2SGZY
10116.ENSRNOP00000028526	2SGZY
7955.ENSDARP00000108839	2SGZY
9606.ENSP00000430242	2SGZY
7955.ENSDARP00000121328	2SH05
10090.ENSMUSP00000046900	2SH0N
10116.ENSRNOP00000031304	2SH0N
9606.ENSP00000420494	2SH0N
7955.ENSDARP00000129520	2SH1R
10090.ENSMUSP00000072531	2SH2M
10116.ENSRNOP00000028410	2SH2M
9606.ENSP00000311862	2SH2M
7955.ENSDARP00000059981	2SH48
10090.ENSMUSP00000097024	2SH7F
10090.ENSMUSP00000128200	2SH7F
10090.ENSMUSP00000128533	2SH7F
10090.ENSMUSP00000130813	2SH7F
10090.ENSMUSP00000136424	2SH7F
10116.ENSRNOP00000058061	2SH7F
10116.ENSRNOP00000058412	2SH7F
10116.ENSRNOP00000061327	2SH7F
10116.ENSRNOP00000062200	2SH7F
9606.ENSP00000341988	2SH7F
10090.ENSMUSP00000103069	2SH7Y
10116.ENSRNOP00000039322	2SH7Y
9606.ENSP00000347823	2SH7Y
10090.ENSMUSP00000091895	2SH8W
10116.ENSRNOP00000004181	2SH8W
9606.ENSP00000356925	2SH8W
7955.ENSDARP00000108024	2SH92
10090.ENSMUSP00000049930	2SH9P
10090.ENSMUSP00000059776	2SH9P
10090.ENSMUSP00000073139	2SH9P
10090.ENSMUSP00000073835	2SH9P
10090.ENSMUSP00000075863	2SH9P
10090.ENSMUSP00000076315	2SH9P
10090.ENSMUSP00000078176	2SH9P
10090.ENSMUSP00000080686	2SH9P
10090.ENSMUSP00000096473	2SH9P
10090.ENSMUSP00000133083	2SH9P
10116.ENSRNOP00000007862	2SH9P
10116.ENSRNOP00000007901	2SH9P
10116.ENSRNOP00000008096	2SH9P
10116.ENSRNOP00000041013	2SH9P
10116.ENSRNOP00000044667	2SH9P
10116.ENSRNOP00000046861	2SH9P
10116.ENSRNOP00000047636	2SH9P
10116.ENSRNOP00000050478	2SH9P
10116.ENSRNOP00000051437	2SH9P
10116.ENSRNOP00000056841	2SH9P
10116.ENSRNOP00000056842	2SH9P
10116.ENSRNOP00000064006	2SH9P
10116.ENSRNOP00000064042	2SH9P
10116.ENSRNOP00000064893	2SH9P
10116.ENSRNOP00000064950	2SH9P
10116.ENSRNOP00000066208	2SH9P
10116.ENSRNOP00000067229	2SH9P
9606.ENSP00000323895	2SH9P
9606.ENSP00000325203	2SH9P
10090.ENSMUSP00000049733	2SHA3
10090.ENSMUSP00000052861	2SHA3
10090.ENSMUSP00000097455	2SHA3
10090.ENSMUSP00000097459	2SHA3
10090.ENSMUSP00000097463	2SHA3
10090.ENSMUSP00000100846	2SHA3
10090.ENSMUSP00000100847	2SHA3
10116.ENSRNOP00000013060	2SHA3
10116.ENSRNOP00000013190	2SHA3
10116.ENSRNOP00000039078	2SHA3
10116.ENSRNOP00000040644	2SHA3
10116.ENSRNOP00000042330	2SHA3
10116.ENSRNOP00000050772	2SHA3
10116.ENSRNOP00000064109	2SHA3
9606.ENSP00000305403	2SHA3
9606.ENSP00000323612	2SHA3
9606.ENSP00000323688	2SHA3
7955.ENSDARP00000104803	2SHA5
7955.ENSDARP00000105179	2SHBF
10116.ENSRNOP00000057047	2SHCJ
10116.ENSRNOP00000057070	2SHCJ
10116.ENSRNOP00000060103	2SHCJ
10116.ENSRNOP00000061846	2SHCJ
10116.ENSRNOP00000065986	2SHCJ
10090.ENSMUSP00000073163	2SHD5
10090.ENSMUSP00000074542	2SHD5
10090.ENSMUSP00000075769	2SHD5
10090.ENSMUSP00000076532	2SHD5
10090.ENSMUSP00000097397	2SHD5
10090.ENSMUSP00000097401	2SHD5
10090.ENSMUSP00000097406	2SHD5
10090.ENSMUSP00000099678	2SHD5
10116.ENSRNOP00000040071	2SHD5
10116.ENSRNOP00000041343	2SHD5
10116.ENSRNOP00000041685	2SHD5
10116.ENSRNOP00000044054	2SHD5
10116.ENSRNOP00000045073	2SHD5
10116.ENSRNOP00000045105	2SHD5
10116.ENSRNOP00000046458	2SHD5
10116.ENSRNOP00000047869	2SHD5
10116.ENSRNOP00000049904	2SHD5
10116.ENSRNOP00000066162	2SHD5
9606.ENSP00000306651	2SHD5
9606.ENSP00000324913	2SHD5
10090.ENSMUSP00000041119	2SHDP
10090.ENSMUSP00000095784	2SHDP
10116.ENSRNOP00000014730	2SHDP
10116.ENSRNOP00000022789	2SHDP
7955.ENSDARP00000037896	2SHDP
7955.ENSDARP00000065113	2SHDP
7955.ENSDARP00000065114	2SHDP
7955.ENSDARP00000070400	2SHDP
7955.ENSDARP00000090637	2SHDP
7955.ENSDARP00000090657	2SHDP
7955.ENSDARP00000098712	2SHDP
7955.ENSDARP00000101691	2SHDP
7955.ENSDARP00000112648	2SHDP
7955.ENSDARP00000112698	2SHDP
7955.ENSDARP00000114448	2SHDP
7955.ENSDARP00000119589	2SHDP
7955.ENSDARP00000123501	2SHDP
9606.ENSP00000326232	2SHDP
10116.ENSRNOP00000063537	2SHE1
10090.ENSMUSP00000056853	2SHE9
10116.ENSRNOP00000053113	2SHE9
10090.ENSMUSP00000061693	2SHEM
10116.ENSRNOP00000045931	2SHEM
7955.ENSDARP00000106897	2SHEU
7955.ENSDARP00000123914	2SHFI
10090.ENSMUSP00000073869	2SHG0
10116.ENSRNOP00000018804	2SHG0
9606.ENSP00000366984	2SHG0
7955.ENSDARP00000101478	2SHHZ
10090.ENSMUSP00000015998	2SHID
10116.ENSRNOP00000053854	2SHID
9606.ENSP00000357156	2SHID
10090.ENSMUSP00000074799	2SHK4
10090.ENSMUSP00000083024	2SHK4
10116.ENSRNOP00000041735	2SHK4
10116.ENSRNOP00000050588	2SHK4
9606.ENSP00000357132	2SHK4
9606.ENSP00000358232	2SHK7
7955.ENSDARP00000071724	2SHM5
10090.ENSMUSP00000049938	2SHMK
10090.ENSMUSP00000061764	2SHMK
10090.ENSMUSP00000095791	2SHMK
10116.ENSRNOP00000021334	2SHMK
10116.ENSRNOP00000043696	2SHMK
10116.ENSRNOP00000049692	2SHMK
9606.ENSP00000321729	2SHMK
10090.ENSMUSP00000053887	2SHN8
10090.ENSMUSP00000095826	2SHN8
10116.ENSRNOP00000021169	2SHN8
10116.ENSRNOP00000024957	2SHN8
10116.ENSRNOP00000024961	2SHN8
10116.ENSRNOP00000065103	2SHN8
9606.ENSP00000302422	2SHN8
9606.ENSP00000318956	2SHN8
10090.ENSMUSP00000006963	2SHRG
10116.ENSRNOP00000040950	2SHRG
9606.ENSP00000305263	2SHRG
10090.ENSMUSP00000027657	2SHRK
10090.ENSMUSP00000045443	2SHRK
10116.ENSRNOP00000005461	2SHRK
10116.ENSRNOP00000031964	2SHRK
7955.ENSDARP00000094648	2SHRK
7955.ENSDARP00000121595	2SHRK
9606.ENSP00000356037	2SHRK
7955.ENSDARP00000000473	2SHRM
7955.ENSDARP00000031902	2SHRM
7955.ENSDARP00000043688	2SHRM
7955.ENSDARP00000045999	2SHRM
7955.ENSDARP00000050235	2SHRM
7955.ENSDARP00000074977	2SHRM
7955.ENSDARP00000075070	2SHRM
7955.ENSDARP00000075115	2SHRM
7955.ENSDARP00000079374	2SHRM
7955.ENSDARP00000088899	2SHRM
7955.ENSDARP00000100048	2SHRM
7955.ENSDARP00000100573	2SHRM
7955.ENSDARP00000101402	2SHRM
7955.ENSDARP00000105527	2SHRM
7955.ENSDARP00000107351	2SHRM
7955.ENSDARP00000107700	2SHRM
7955.ENSDARP00000111482	2SHRM
7955.ENSDARP00000123585	2SHRM
9606.ENSP00000371036	2SHRM
10090.ENSMUSP00000054533	2SHS8
10116.ENSRNOP00000042965	2SHS8
7955.ENSDARP00000099358	2SHSG
7955.ENSDARP00000124081	2SHSG
7955.ENSDARP00000108721	2SHSX
10090.ENSMUSP00000081877	2SHTW
10090.ENSMUSP00000095820	2SHTW
10116.ENSRNOP00000046043	2SHTW
10116.ENSRNOP00000049424	2SHTW
10090.ENSMUSP00000058956	2SHUD
10116.ENSRNOP00000040183	2SHUD
10116.ENSRNOP00000045283	2SHUD
10116.ENSRNOP00000046341	2SHUD
10116.ENSRNOP00000046848	2SHUD
10116.ENSRNOP00000049955	2SHUD
10116.ENSRNOP00000057692	2SHUD
10116.ENSRNOP00000057706	2SHUD
10116.ENSRNOP00000057708	2SHUD
10116.ENSRNOP00000057713	2SHUD
10116.ENSRNOP00000057714	2SHUD
10116.ENSRNOP00000064129	2SHUD
10116.ENSRNOP00000064204	2SHUD
10116.ENSRNOP00000064440	2SHUD
10116.ENSRNOP00000064717	2SHUD
10116.ENSRNOP00000064878	2SHUD
10116.ENSRNOP00000065355	2SHUD
10116.ENSRNOP00000065926	2SHUD
10116.ENSRNOP00000066216	2SHUD
10116.ENSRNOP00000066482	2SHUD
10116.ENSRNOP00000066709	2SHUD
10116.ENSRNOP00000067373	2SHUD
10116.ENSRNOP00000067639	2SHUD
9606.ENSP00000277309	2SHUD
10090.ENSMUSP00000060602	2SHUM
10090.ENSMUSP00000088194	2SHUM
10116.ENSRNOP00000008750	2SHUM
9606.ENSP00000334418	2SHUM
4932.YLL063C	2SHVS
10090.ENSMUSP00000092699	2SHWR
10116.ENSRNOP00000024722	2SHWR
9606.ENSP00000317357	2SHWR
10090.ENSMUSP00000075612	2SHX8
10090.ENSMUSP00000097460	2SHX8
10090.ENSMUSP00000097461	2SHX8
10090.ENSMUSP00000097462	2SHX8
10090.ENSMUSP00000097465	2SHX8
10090.ENSMUSP00000097466	2SHX8
10090.ENSMUSP00000097479	2SHX8
10090.ENSMUSP00000097480	2SHX8
10090.ENSMUSP00000097485	2SHX8
10090.ENSMUSP00000099691	2SHX8
10090.ENSMUSP00000107204	2SHX8
10116.ENSRNOP00000039249	2SHX8
10116.ENSRNOP00000040660	2SHX8
10116.ENSRNOP00000064158	2SHX8
9606.ENSP00000323555	2SHX8
10090.ENSMUSP00000055221	2SHXQ
10090.ENSMUSP00000056876	2SHXQ
10090.ENSMUSP00000056970	2SHXQ
10090.ENSMUSP00000062079	2SHXQ
10090.ENSMUSP00000062434	2SHXQ
